ParentKey	LineNum	ItemCode	ItemDescription	Quantity	Price	WarehouseCode	AccountCode	LineTotal
DocNum	LineNum	ItemCode	Dscription	Quantity	Price	WhsCode	AcctCode	LineTotal
1	0	11N65 CLD	11N65 CALIDAD = STP11N65	75	 0.6900 	200	_SYS00000005053	 51.75 
1	1	11N80 CLD	11N80 CALIDAD = STW11NM80	24	 1.2800 	200	_SYS00000005053	 30.72 
1	2	20N80 CLD	20N80 CALIDAD = IXFH20N80Q	148	 1.6700 	200	_SYS00000005053	 247.16 
1	3	24C04 CLD	24C04 = 24C04WP CALIDAD	812	 0.0800 	200	_SYS00000005053	 64.96 
1	4	24C08A CLD	24C08A CALIDAD	198	 0.0300 	200	_SYS00000005053	 5.94 
1	5	24C16 CLD	24C16 = 24C16WP CALIDAD	392	 0.0400 	200	_SYS00000005053	 15.68 
1	6	2L CLD	2L (2N5401 SMD) CALIDAD	132	 0.0900 	200	_SYS00000005053	 11.88 
1	7	2N2222 CLD	2N2222 = KSP2222A ECG 123A CALIDAD	4829	 0.0100 	200	_SYS00000005053	 48.29 
1	8	2N3055 ST CLD	2N3055 ST CALIDAD	301	 0.4700 	200	_SYS00000005053	 141.47 
1	9	2N3904 CLD	2N3904 = ECG 123AP CALIDAD	6787	 0.0200 	200	_SYS00000005053	 135.74 
1	10	2N5401 CLD	2N5401 = ECG2 88 CALIDAD	400	 0.0100 	200	_SYS00000005053	 4.00 
1	11	2N5551 CLD	2N5551 = ECG 194 CALIDAD	83	 0.0100 	200	_SYS00000005053	 0.83 
1	12	2SA1020 CLD	2SA1020 = ECG 25 CALIDAD	382	 0.0200 	200	_SYS00000005053	 7.64 
1	13	2SA1270 CLD	2SA1270 CALIDAD	206	 0.1600 	200	_SYS00000005053	 32.96 
1	14	2SA1294 CLD	2SA1294 CALIDAD	132	 0.9800 	200	_SYS00000005053	 129.36 
1	15	2SA1941 CLD	2SA1941 CALIDAD	40	 0.3800 	200	_SYS00000005053	 15.20 
1	16	2SA1943 CLD	2SA1943 CALIDAD	935	 0.7100 	200	_SYS00000005053	 663.85 
1	17	2SA2222 CLD	2SA2222 CALIDAD	2	 0.4800 	200	_SYS00000005053	 0.96 
1	18	2SA715 CLD	2SA715 = ECG 185 CALIDAD	29	 0.1900 	200	_SYS00000005053	 5.51 
1	19	2SA733 CLD	2SA733 = ECG 290A CALIDAD	353	 0.0200 	200	_SYS00000005053	 7.06 
