ParentKey	LineNum	ItemCode	ItemDescription	Quantity	Price	WarehouseCode	AccountCode	LineTotal
DocNum	LineNum	ItemCode	Dscription	Quantity	Price	WhsCode	AcctCode	LineTotal
6	0	11N65 CLD	11N65 CALIDAD = STP11N65	32	0.69	201	_SYS00000005053	22.08
6	1	11N80 CLD	11N80 CALIDAD = STW11NM80	21	1.28	201	_SYS00000005053	26.88
6	2	20N80 CLD	20N80 CALIDAD = IXFH20N80Q	19	1.67	201	_SYS00000005053	31.73
6	3	24C04 CLD	24C04 = 24C04WP CALIDAD	22	0.08	201	_SYS00000005053	1.76
6	4	24C08A CLD	24C08A CALIDAD	76	0.03	201	_SYS00000005053	2.28
6	5	24C16 CLD	24C16 = 24C16WP CALIDAD	109	0.04	201	_SYS00000005053	4.36
6	6	2L CLD	2L (2N5401 SMD) CALIDAD	4	0.09	201	_SYS00000005053	0.36
6	7	2N2222 CLD	2N2222 = KSP2222A ECG 123A CALIDAD	497	0.01	201	_SYS00000005053	4.97
6	8	2N3055 ST CLD	2N3055 ST CALIDAD	56	0.47	201	_SYS00000005053	26.32
6	9	2N3904 CLD	2N3904 = ECG 123AP CALIDAD	494	0.02	201	_SYS00000005053	9.88
6	10	2N3906 CLD	2N3906 = ECG 159 CALIDAD	74	0.02	201	_SYS00000005053	1.48
6	11	2N5401 CLD	2N5401 = ECG2 88 CALIDAD	202	0.01	201	_SYS00000005053	2.02
6	12	2N5551 CLD	2N5551 = ECG 194 CALIDAD	173	0.01	201	_SYS00000005053	1.73
6	13	2SA1020 CLD	2SA1020 = ECG 25 CALIDAD	74	0.02	201	_SYS00000005053	1.48
6	14	2SA1270 CLD	2SA1270 CALIDAD	56	0.16	201	_SYS00000005053	8.96
6	15	2SA1294 CLD	2SA1294 CALIDAD	7	0.98	201	_SYS00000005053	6.86
6	16	2SA1492 CLD	2SA1492 = ECG 2329 CALIDAD	3	0.81	201	_SYS00000005053	2.43
6	17	2SA1943 CLD	2SA1943 CALIDAD	104	0.71	201	_SYS00000005053	73.84
6	18	2SA684	2SA684 = ECG 294	4	0.09	201	_SYS00000005053	0.36
6	19	2SA715 CLD	2SA715 = ECG 185 CALIDAD	44	0.19	201	_SYS00000005053	8.36
6	20	2SA733 CLD	2SA733 = ECG 290A CALIDAD	102	0.02	201	_SYS00000005053	2.04
6	21	2SA965 CLD	2SA965 = ECG 383 CALIDAD	10	0.07	201	_SYS00000005053	0.70
6	22	2SB1015 CLD	2SB1015 = ECG 378 CALIDAD	6	0.15	201	_SYS00000005053	0.90
6	23	2SB1374	2SB1374	62	0.36	201	_SYS00000005053	22.32
6	24	2SB1588 CLD	2SB1588 CALIDAD	3	0.65	201	_SYS00000005053	1.95
6	25	2SB1686 CLD	2SB1686 CALIDAD	19	1.73	201	_SYS00000005053	32.87
6	26	2SB511 CLD	2SB511 CALIDAD	16	0.16	201	_SYS00000005053	2.56
6	27	2SB772 CLD	2SB772 = ECG 185 CALIDAD	10	0.06	201	_SYS00000005053	0.60
6	28	2SB817C CLD	2SB817C = KTB817 ECG 37 CALIDAD	17	0.32	201	_SYS00000005053	5.44
6	29	2SB834 CLD	2SB834 = 2SB834Y CALIDAD	28	0.20	201	_SYS00000005053	5.60
6	30	2SC1384 CLD	2SC1384 = ECG 293 CALIDAD	31	0.07	201	_SYS00000005053	2.17
6	31	2SC1815 CLD	2SC1815 = ECG 85 CALIDAD	1	0.02	201	_SYS00000005053	0.02
6	32	2SC2073 CLD	2SC2073 CALIDAD	1	0.13	201	_SYS00000005053	0.13
6	33	2SC2230 CLD	2SC2230 = ECG 399 CALIDAD	7	0.10	201	_SYS00000005053	0.70
6	34	2SC2482 CLD	2SC2482 = ECG 399 CALIDAD	23	0.04	201	_SYS00000005053	0.92
6	35	2SC2688 CLD	2SC2688 = 2SC2688-Y CALIDAD	32	0.13	201	_SYS00000005053	4.16
6	36	2SC3207 CLD	2SC3207 CALIDAD	31	0.12	201	_SYS00000005053	3.72
6	37	2SC3263 CLD	2SC3263 CALIDAD	31	0.98	201	_SYS00000005053	30.38
6	38	2SC3807 CLD	2SC3807 = ECG 2504 CALIDAD	52	0.09	201	_SYS00000005053	4.68
6	39	2SC3856 CLD	2SC3856 CALIDAD	2	0.91	201	_SYS00000005053	1.82
6	40	2SC4056 CLD	2SC4056 CALIDAD	32	0.52	201	_SYS00000005053	16.64
6	41	2SC4237 CLD	2SC4237 CALIDAD	21	0.58	201	_SYS00000005053	12.18
6	42	2SC4460M CLD	2SC4460M = ECG 2594 CALIDAD	8	0.54	201	_SYS00000005053	4.32
6	43	2SC4636 CLD	2SC4636 CALIDAD	26	0.36	201	_SYS00000005053	9.36
6	44	2SC4793 CLD	2SC4793 = KTC4793 CALIDAD	5	0.14	201	_SYS00000005053	0.70
6	45	2SC4834P CLD	2SC4834P CALIDAD	4	0.89	201	_SYS00000005053	3.56
6	46	2SC4927 CLD	2SC4927 CALIDAD	10	0.69	201	_SYS00000005053	6.90
6	47	2SC5171	2SC5171	30	0.31	201	_SYS00000005053	9.30
6	48	2SC5198 CLD	2SC5198 CALIDAD	66	0.38	201	_SYS00000005053	25.08
6	49	2SC5200 CLD	2SC5200 CALIDAD	209	0.70	201	_SYS00000005053	146.30
6	50	2SC5271 CLD	2SC5271 CALIDAD	20	0.66	201	_SYS00000005053	13.20
6	51	2SC5287 CLD	2SC5287 CALIDAD	18	0.54	201	_SYS00000005053	9.72
6	52	2SC5296 CLD	2SC5296 7B2 CALIDAD	22	0.58	201	_SYS00000005053	12.76
6	53	2SC5297 CLD	2SC5297 CALIDAD	27	0.58	201	_SYS00000005053	15.66
6	54	2SC5299 CLD	2SC5299 CALIDAD	5	0.68	201	_SYS00000005053	3.40
6	55	2SC5386 CLD	2SC5386 = ECG 2365 CALIDAD	44	0.57	201	_SYS00000005053	25.08
6	56	2SC5387 CLD	2SC5387 CALIDAD	23	0.58	201	_SYS00000005053	13.34
6	57	2SC5885 CLD	2SC5885 CALIDAD	5	0.26	201	_SYS00000005053	1.30
6	58	2SC6090 CLD	2SC6090 CALIDAD	68	0.33	201	_SYS00000005053	22.44
6	59	2SC828 CLD	2SC828 CALIDAD	7	0.03	201	_SYS00000005053	0.21
6	60	2SC945 CLD	2SC945 = ECG 85 CALIDAD	152	0.02	201	_SYS00000005053	3.04
